"TYPE","MONTH","DAY","HOUR","longitude","latitude","WEEKDAY"
"Theft of Vehicle",8,26,14,-123.075462016208,49.2195634072768,"Saturday"
"Other Theft",7,9,19,-123.126607635036,49.285802859367,"Sunday"
"Theft of Vehicle",11,25,22,-123.061616439342,49.2847990380682,"Saturday"
"Theft of Vehicle",3,10,22,-123.049321947595,49.2847745360968,"Friday"
"Theft of Bicycle",8,27,10,-123.058057625737,49.264262259731,"Sunday"
"Theft from Vehicle",11,22,15,-123.144172347874,49.296743787198,"Wednesday"
"Theft from Vehicle",6,18,13,-123.144172347874,49.296743787198,"Sunday"
"Break and Enter Residential/Other",3,18,6,-123.104459859982,49.2802397187917,"Saturday"
"Other Theft",7,14,16,-123.126607635036,49.285802859367,"Friday"
"Other Theft",7,23,16,-123.126607635036,49.285802859367,"Sunday"
"Other Theft",8,6,13,-123.126607635036,49.285802859367,"Sunday"
"Break and Enter Residential/Other",12,14,4,-123.092378598858,49.2606890584912,"Thursday"
"Break and Enter Residential/Other",11,20,8,-123.092639491206,49.2588719967981,"Monday"
"Other Theft",12,3,18,-123.122275286347,49.2836798964821,"Sunday"
"Other Theft",10,31,11,-123.122275286347,49.2836798964821,"Tuesday"
"Other Theft",9,14,19,-123.122275286347,49.2836798964821,"Thursday"
"Other Theft",5,9,16,-123.122275286347,49.2836798964821,"Tuesday"
"Theft from Vehicle",10,21,23,-123.090462853442,49.2365502586905,"Saturday"
"Other Theft",5,6,19,-123.12240131226,49.2835987165258,"Saturday"
"Theft from Vehicle",6,16,12,-123.120299229194,49.2202234477543,"Friday"
"Break and Enter Residential/Other",7,26,4,-123.093043882645,49.2555426325534,"Wednesday"
"Break and Enter Residential/Other",10,30,17,-123.09319570624,49.2528260436378,"Monday"
"Break and Enter Residential/Other",8,14,0,-123.092782959935,49.2510941656216,"Monday"
"Break and Enter Residential/Other",12,4,22,-123.093642187167,49.2446244627035,"Monday"
"Theft from Vehicle",1,25,0,-123.116191351764,49.2812131301819,"Wednesday"
"Theft of Bicycle",7,1,15,-123.06176685571,49.2434927128247,"Saturday"
"Break and Enter Commercial",6,26,21,-123.105298641134,49.2692966704982,"Monday"
"Theft from Vehicle",2,19,11,-123.116191351764,49.2812131301819,"Sunday"
"Break and Enter Commercial",2,28,3,-123.105298641134,49.2692966704982,"Tuesday"
"Theft from Vehicle",11,9,17,-123.116191351764,49.2812131301819,"Thursday"
"Other Theft",8,9,15,-123.122603255274,49.2834687920065,"Wednesday"
"Break and Enter Residential/Other",9,8,23,-123.093257210793,49.2435302337864,"Friday"
"Break and Enter Residential/Other",9,20,20,-123.092917452576,49.2436079565365,"Wednesday"
"Break and Enter Residential/Other",12,31,23,-123.093727117194,49.2328746257271,"Sunday"
"Break and Enter Commercial",3,22,16,-123.107430024701,49.2647543809055,"Wednesday"
"Break and Enter Residential/Other",6,2,18,-123.09375908337,49.2266119209366,"Friday"
"Break and Enter Commercial",3,21,0,-123.107430024701,49.2647543809055,"Tuesday"
"Break and Enter Commercial",5,24,10,-123.108098057517,49.2647675205021,"Wednesday"
"Break and Enter Commercial",4,11,15,-123.108098057517,49.2647675205021,"Tuesday"
"Break and Enter Commercial",12,3,20,-123.108082933253,49.2655833996182,"Sunday"
"Theft of Bicycle",9,22,23,-123.158190326287,49.2490872596508,"Friday"
"Break and Enter Commercial",10,30,19,-123.108457241493,49.2674771684485,"Monday"
"Theft from Vehicle",11,6,20,-123.032322246137,49.2189623202616,"Monday"
"Theft of Bicycle",3,20,8,-123.059674216403,49.2884753932416,"Monday"
"Theft from Vehicle",5,18,23,-123.191295841318,49.2658057177963,"Thursday"
"Theft of Vehicle",3,8,19,-123.098340057847,49.2592772871871,"Wednesday"
"Theft from Vehicle",11,30,22,-123.116191351764,49.2812131301819,"Thursday"
"Other Theft",2,4,15,-123.125927334805,49.2852438331458,"Saturday"
"Break and Enter Residential/Other",12,1,17,-123.091975930665,49.2652138786266,"Friday"
"Other Theft",2,15,18,-123.125927334805,49.2852438331458,"Wednesday"
"Theft of Vehicle",11,2,17,-123.089209405825,49.2579397336761,"Thursday"
"Theft from Vehicle",10,17,0,-123.146039257716,49.2503963226295,"Tuesday"
"Other Theft",10,5,11,-123.125798159961,49.2852757268052,"Thursday"
"Theft of Vehicle",8,30,0,-123.098507707321,49.2574717149992,"Wednesday"
"Break and Enter Commercial",6,9,15,-123.108457241493,49.2674771684485,"Friday"
"Other Theft",5,28,15,-123.125441685033,49.2849275513688,"Sunday"
"Theft of Vehicle",3,12,19,-123.049538564341,49.2544795269322,"Sunday"
"Theft of Vehicle",2,28,19,-123.09847343652,49.2556500329305,"Tuesday"
"Other Theft",10,3,20,-123.125441685033,49.2849275513688,"Tuesday"
"Other Theft",2,11,11,-123.140429765571,49.2133176301845,"Saturday"
"Other Theft",11,6,20,-123.125441685033,49.2849275513688,"Monday"
"Theft of Vehicle",10,24,18,-123.087565843171,49.2545813675219,"Tuesday"
"Other Theft",8,25,1,-123.117070025158,49.2166828063158,"Friday"
"Theft of Vehicle",8,23,23,-123.069337764548,49.2542950136996,"Wednesday"
"Other Theft",4,30,13,-123.125352866761,49.2849858465254,"Sunday"
"Other Theft",5,6,19,-123.125352866761,49.2849858465254,"Saturday"
"Other Theft",8,8,16,-123.125320204922,49.2848485256525,"Tuesday"
"Break and Enter Residential/Other",3,13,3,-123.092418631886,49.2821977027137,"Monday"
"Other Theft",7,4,1,-123.077115515256,49.2180503894308,"Tuesday"
"Break and Enter Residential/Other",9,8,9,-123.092267790569,49.282194405091,"Friday"
"Break and Enter Residential/Other",5,10,0,-123.092618296833,49.2811794687,"Wednesday"
"Other Theft",4,22,17,-123.125272017406,49.2849331325342,"Saturday"
"Other Theft",4,23,13,-123.125272017406,49.2849331325342,"Sunday"
"Other Theft",2,6,11,-123.12495590397,49.284611267677,"Monday"
"Theft from Vehicle",12,1,22,-123.116191351764,49.2812131301819,"Friday"
"Theft from Vehicle",6,17,12,-123.140640534348,49.2053805572576,"Saturday"
"Break and Enter Residential/Other",12,2,18,-123.097239751836,49.2803258975001,"Saturday"
"Break and Enter Residential/Other",2,3,22,-123.11543001619,49.2843246051323,"Friday"
"Break and Enter Residential/Other",2,4,15,-123.11543001619,49.2843246051323,"Saturday"
"Break and Enter Residential/Other",2,6,20,-123.11543001619,49.2843246051323,"Monday"
"Theft from Vehicle",12,5,7,-123.125514841001,49.2850912740375,"Tuesday"
"Theft from Vehicle",9,8,16,-123.125514841001,49.2850912740375,"Friday"
"Theft from Vehicle",8,16,16,-123.125514841001,49.2850912740375,"Wednesday"
"Theft of Vehicle",3,13,0,-123.049608185359,49.2515484943202,"Monday"
"Theft from Vehicle",7,8,0,-123.125514841001,49.2850912740375,"Saturday"
"Theft from Vehicle",7,3,17,-123.125514841001,49.2850912740375,"Monday"
"Other Theft",4,14,0,-123.123270132557,49.2883761181396,"Friday"
"Theft of Bicycle",9,8,23,-123.143372262196,49.2662385295685,"Friday"
"Theft from Vehicle",4,17,18,-123.125514841001,49.2850912740375,"Monday"
"Other Theft",4,20,2,-123.123270132557,49.2883761181396,"Thursday"
"Theft of Bicycle",4,6,19,-123.087073738356,49.2648933999091,"Thursday"
"Other Theft",6,17,22,-123.123270132557,49.2883761181396,"Saturday"
"Theft from Vehicle",7,27,23,-123.094997248421,49.2380084365211,"Thursday"
"Other Theft",7,21,20,-123.123270132557,49.2883761181396,"Friday"
"Other Theft",8,4,13,-123.123270132557,49.2883761181396,"Friday"
"Theft from Vehicle",12,7,20,-123.098687101168,49.2323321290662,"Thursday"
"Break and Enter Residential/Other",2,12,22,-123.11543001619,49.2843246051323,"Sunday"
"Break and Enter Residential/Other",5,8,7,-123.123245287122,49.2773594819567,"Monday"
"Other Theft",9,6,3,-123.123270132557,49.2883761181396,"Wednesday"
"Other Theft",9,13,8,-123.123270132557,49.2883761181396,"Wednesday"
"Break and Enter Residential/Other",6,10,22,-123.054530817448,49.2797002658804,"Saturday"
"Other Theft",11,1,21,-123.123270132557,49.2883761181396,"Wednesday"
"Other Theft",11,15,4,-123.123270132557,49.2883761181396,"Wednesday"
"Break and Enter Commercial",1,23,18,-123.057826806601,49.2845702705137,"Monday"
"Other Theft",11,18,22,-123.123270132557,49.2883761181396,"Saturday"
"Theft of Vehicle",4,17,17,-123.085841325849,49.246565666886,"Monday"
"Other Theft",12,8,1,-123.123270132557,49.2883761181396,"Friday"
"Other Theft",12,14,13,-123.123270132557,49.2883761181396,"Thursday"
"Other Theft",6,26,7,-123.121398620408,49.2877317066282,"Monday"
"Break and Enter Residential/Other",11,12,18,-123.093341469011,49.276708011747,"Sunday"
"Theft of Vehicle",7,28,7,-123.102716268769,49.2691590297616,"Friday"
"Other Theft",11,12,16,-123.0413129773,49.2182584529033,"Sunday"
"Other Theft",10,12,21,-123.0413129773,49.2182584529033,"Thursday"
"Break and Enter Commercial",1,9,11,-123.107088183025,49.2693249797877,"Monday"
"Other Theft",10,5,22,-123.129303852697,49.2790571785871,"Thursday"
"Theft of Vehicle",8,5,16,-123.09820236985,49.2677380250225,"Saturday"
"Other Theft",10,15,15,-123.129303852697,49.2790571785871,"Sunday"
"Other Theft",10,23,4,-123.129303852697,49.2790571785871,"Monday"
"Other Theft",8,16,7,-123.0413129773,49.2182584529033,"Wednesday"
"Other Theft",6,3,22,-123.0413129773,49.2182584529033,"Saturday"
"Other Theft",12,23,19,-123.129303852697,49.2790571785871,"Saturday"
"Theft of Vehicle",10,13,22,-123.06530384606,49.2415228795144,"Friday"
"Theft from Vehicle",12,2,18,-123.090841480347,49.2199364346735,"Saturday"
"Break and Enter Residential/Other",8,18,13,-123.092634077258,49.2766112531176,"Friday"
"Break and Enter Residential/Other",3,4,22,-123.044142104917,49.2801209983903,"Saturday"
"Theft of Vehicle",9,11,17,-123.102739033948,49.2405290247546,"Monday"
"Break and Enter Residential/Other",6,9,18,-123.113785692671,49.2828673085583,"Friday"
"Theft of Vehicle",7,20,18,-123.05653349709,49.2388995445619,"Thursday"
"Vehicle Collision or Pedestrian Struck (with Injury)",1,24,7,-123.104832467318,49.2646713124669,"Tuesday"
"Break and Enter Residential/Other",7,21,20,-123.113118732829,49.283190350499,"Friday"
"Theft of Bicycle",5,7,21,-123.087073738356,49.2648933999091,"Sunday"
"Vehicle Collision or Pedestrian Struck (with Injury)",12,13,8,-123.104832467318,49.2646713124669,"Wednesday"
"Other Theft",4,25,12,-123.134165425043,49.2823858796649,"Tuesday"
"Break and Enter Residential/Other",2,17,2,-123.115013082945,49.2622003584754,"Friday"
"Break and Enter Residential/Other",4,4,18,-123.117588139546,49.2560999112534,"Tuesday"
"Other Theft",6,11,1,-123.134165425043,49.2823858796649,"Sunday"
"Other Theft",7,10,15,-123.134165425043,49.2823858796649,"Monday"
"Theft of Vehicle",1,1,1,-123.028462283347,49.2675434556697,"Sunday"
"Other Theft",7,13,15,-123.134165425043,49.2823858796649,"Thursday"
"Other Theft",7,25,14,-123.134165425043,49.2823858796649,"Tuesday"
"Other Theft",9,14,8,-123.134165425043,49.2823858796649,"Thursday"
"Other Theft",9,19,16,-123.134165425043,49.2823858796649,"Tuesday"
"Other Theft",9,21,21,-123.134165425043,49.2823858796649,"Thursday"
"Other Theft",11,16,23,-123.134165425043,49.2823858796649,"Thursday"
"Other Theft",12,21,19,-123.134165425043,49.2823858796649,"Thursday"
"Theft of Vehicle",8,18,13,-123.060451961129,49.2328557224535,"Friday"
"Theft of Vehicle",11,22,6,-123.065524207757,49.2326930212252,"Wednesday"
"Theft from Vehicle",10,25,17,-123.09929315824,49.2381024224966,"Wednesday"
"Break and Enter Residential/Other",4,23,12,-123.116348125929,49.2514704264546,"Sunday"
"Break and Enter Residential/Other",5,17,18,-123.1173707752,49.2470178331612,"Wednesday"
"Theft of Vehicle",7,24,6,-123.077137784427,49.2290060708163,"Monday"
"Theft from Vehicle",7,2,19,-123.126607635036,49.285802859367,"Sunday"
"Theft from Vehicle",2,3,17,-123.126607635036,49.285802859367,"Friday"
"Other Theft",1,20,2,-123.134162256977,49.2823838144523,"Friday"
"Other Theft",7,24,15,-123.133713471282,49.2819803611891,"Monday"
"Other Theft",8,15,6,-123.078850740729,49.2811539727991,"Tuesday"
"Other Theft",10,17,22,-123.078850740729,49.2811539727991,"Tuesday"
"Break and Enter Residential/Other",9,2,1,-123.118033350589,49.2451866280328,"Saturday"
"Theft of Vehicle",12,17,11,-123.080049852498,49.2253313241033,"Sunday"
"Other Theft",1,9,8,-123.12760988714,49.2761411136696,"Monday"
"Other Theft",1,22,14,-123.12760988714,49.2761411136696,"Sunday"
"Other Theft",2,6,6,-123.12760988714,49.2761411136696,"Monday"
"Other Theft",2,15,7,-123.12760988714,49.2761411136696,"Wednesday"
"Theft of Vehicle",6,9,10,-123.10163994244,49.2256490590778,"Friday"
"Other Theft",3,2,22,-123.12760988714,49.2761411136696,"Thursday"
"Other Theft",3,14,14,-123.12760988714,49.2761411136696,"Tuesday"
"Other Theft",6,27,1,-123.12760988714,49.2761411136696,"Tuesday"
"Theft of Vehicle",12,31,18,-123.101642143069,49.2247131896757,"Sunday"
"Break and Enter Residential/Other",6,3,23,-123.117421581362,49.2438175467992,"Saturday"
"Theft of Vehicle",9,28,8,-123.103836067062,49.2247522568451,"Thursday"
"Break and Enter Residential/Other",3,5,14,-123.117614340888,49.2336930221453,"Sunday"
"Break and Enter Residential/Other",8,11,15,-123.117614340888,49.2336930221453,"Friday"
"Theft of Vehicle",3,24,17,-123.085335839761,49.2226457811334,"Friday"
"Theft of Vehicle",11,18,17,-123.085335839761,49.2226457811334,"Saturday"
"Other Theft",8,29,11,-123.119436200815,49.2298804025189,"Tuesday"
"Break and Enter Residential/Other",12,18,21,-123.116396932077,49.2740376445029,"Monday"
"Other Theft",10,21,12,-123.128898942066,49.2778418419363,"Saturday"
"Other Theft",5,14,20,-123.10011778557,49.273755605589,"Sunday"
"Other Theft",6,19,19,-123.10011778557,49.273755605589,"Monday"
"Other Theft",12,19,20,-123.10011778557,49.273755605589,"Tuesday"
"Theft from Vehicle",10,10,2,-123.130415194436,49.2067017307296,"Tuesday"
"Theft of Vehicle",4,20,19,-123.101921022352,49.2176079382412,"Thursday"
"Other Theft",2,22,13,-123.124289437165,49.2758098421845,"Wednesday"
"Other Theft",2,28,16,-123.124289437165,49.2758098421845,"Tuesday"
"Other Theft",3,18,13,-123.124289437165,49.2758098421845,"Saturday"
"Other Theft",4,7,16,-123.124289437165,49.2758098421845,"Friday"
"Other Theft",7,3,19,-123.124289437165,49.2758098421845,"Monday"
"Other Theft",7,15,10,-123.124289437165,49.2758098421845,"Saturday"
"Other Theft",8,6,14,-123.124289437165,49.2758098421845,"Sunday"
"Other Theft",8,13,8,-123.124289437165,49.2758098421845,"Sunday"
"Theft of Bicycle",6,19,22,-123.164545284187,49.2659753619743,"Monday"
"Other Theft",8,19,18,-123.124289437165,49.2758098421845,"Saturday"
"Other Theft",8,31,10,-123.124289437165,49.2758098421845,"Thursday"
"Other Theft",9,26,10,-123.124289437165,49.2758098421845,"Tuesday"
"Theft of Vehicle",1,3,6,-123.10022017322,49.2135905148639,"Tuesday"
"Other Theft",11,7,15,-123.128324022365,49.2869207749453,"Tuesday"
"Other Theft",12,27,11,-123.128324022365,49.2869207749453,"Wednesday"
"Theft from Vehicle",12,24,20,-123.136265222794,49.2069127535593,"Sunday"
"Other Theft",12,24,17,-123.126709529506,49.2755530096541,"Sunday"
"Theft of Vehicle",4,18,21,-123.100994225698,49.2645496079195,"Tuesday"
"Theft of Vehicle",6,23,9,-123.100994225698,49.2645496079195,"Friday"
"Break and Enter Residential/Other",2,4,0,-123.115985841402,49.2691538474912,"Saturday"
"Theft of Vehicle",4,5,20,-123.075559901755,49.2642101318826,"Wednesday"
"Break and Enter Commercial",12,8,0,-123.108139097634,49.2575705945798,"Friday"
"Break and Enter Residential/Other",1,4,17,-123.144515836895,49.2530458932411,"Wednesday"
"Theft of Vehicle",7,18,0,-123.089100527501,49.2634178105626,"Tuesday"
"Break and Enter Residential/Other",1,4,21,-123.144515836895,49.2530458932411,"Wednesday"
"Break and Enter Commercial",9,2,19,-123.107204015,49.2620697915949,"Saturday"
"Break and Enter Residential/Other",11,6,16,-123.13816433282,49.2311470128354,"Monday"
"Other Theft",1,16,11,-123.13305036531,49.2172622519089,"Monday"
"Other Theft",5,10,16,-123.123853962398,49.2884622972316,"Wednesday"
"Other Theft",5,22,21,-123.123853962398,49.2884622972316,"Monday"
"Other Theft",5,22,22,-123.123853962398,49.2884622972316,"Monday"
"Other Theft",5,23,12,-123.123853962398,49.2884622972316,"Tuesday"
"Other Theft",8,5,21,-123.123853962398,49.2884622972316,"Saturday"
"Break and Enter Residential/Other",3,6,14,-123.185423084235,49.2316189205245,"Monday"
"Other Theft",9,30,15,-123.123853962398,49.2884622972316,"Saturday"
"Other Theft",11,15,11,-123.123853962398,49.2884622972316,"Wednesday"
"Other Theft",11,27,21,-123.123853962398,49.2884622972316,"Monday"
"Theft of Vehicle",11,21,17,-123.102931516566,49.2637323930135,"Tuesday"
"Theft of Vehicle",5,2,17,-123.089134577873,49.2624820129841,"Tuesday"
"Break and Enter Commercial",9,29,4,-123.126313115985,49.2633606330054,"Friday"
"Theft from Vehicle",11,16,15,-123.126769477118,49.2859082852517,"Thursday"
"Theft from Vehicle",7,17,16,-123.126769477118,49.2859082852517,"Monday"
"Theft of Bicycle",6,26,22,-123.175774283883,49.2666898652832,"Monday"
"Theft from Vehicle",6,22,22,-123.126769477118,49.2859082852517,"Thursday"
"Theft from Vehicle",5,21,19,-123.126769477118,49.2859082852517,"Sunday"
"Theft from Vehicle",4,29,19,-123.126769477118,49.2859082852517,"Saturday"
"Other Theft",3,13,21,-123.0771429761,49.2326051593228,"Monday"
"Theft from Vehicle",10,5,19,-123.077003558799,49.2190848308347,"Thursday"
"Other Theft",1,25,10,-123.0771429761,49.2326051593228,"Wednesday"
"Theft of Vehicle",8,5,16,-123.065915794112,49.2622944805806,"Saturday"
"Theft of Bicycle",7,4,2,-123.156068461335,49.261016910344,"Tuesday"
"Other Theft",2,6,14,-123.133390463081,49.2706013726273,"Monday"
"Theft from Vehicle",10,8,18,-123.140538389394,49.2066382242169,"Sunday"
"Other Theft",10,31,16,-123.133390463081,49.2706013726273,"Tuesday"
"Theft from Vehicle",4,2,19,-123.126769477118,49.2859082852517,"Sunday"
"Theft of Bicycle",10,19,2,-123.155542223988,49.2600601694677,"Thursday"
"Theft of Bicycle",5,20,23,-123.156083285208,49.2591803374559,"Saturday"
"Break and Enter Residential/Other",11,1,1,-123.092770286693,49.2435236994844,"Wednesday"
"Theft of Bicycle",11,12,0,-123.157133156361,49.2574095552035,"Sunday"
"Break and Enter Residential/Other",8,3,16,-123.094046027673,49.2456588564753,"Thursday"
"Theft of Vehicle",10,1,0,-123.099771435313,49.278569139285,"Sunday"
"Theft of Vehicle",10,25,12,-123.099771435313,49.278569139285,"Wednesday"
"Break and Enter Residential/Other",7,24,12,-123.094046027673,49.2456588564753,"Monday"
"Theft of Vehicle",4,24,8,-123.097465535039,49.2813129281375,"Monday"
"Theft from Vehicle",12,26,15,-123.126858157865,49.2858499891666,"Tuesday"
"Theft from Vehicle",5,16,19,-123.126858157865,49.2858499891666,"Tuesday"
"Theft of Vehicle",11,10,21,-123.087162339968,49.2810922320577,"Friday"
"Theft from Vehicle",3,7,1,-123.122436504768,49.2809852203717,"Tuesday"
"Break and Enter Residential/Other",5,10,16,-123.094046027673,49.2456588564753,"Wednesday"
"Theft of Vehicle",2,15,23,-123.093427014895,49.2812375561687,"Wednesday"
"Break and Enter Residential/Other",12,8,19,-123.092153444085,49.2476061402452,"Friday"
"Theft from Vehicle",7,25,18,-123.190524798458,49.269535234273,"Tuesday"
"Theft from Vehicle",10,16,19,-123.051889833959,49.239006878041,"Monday"
"Break and Enter Residential/Other",3,3,8,-123.121664732353,49.2492248685282,"Friday"
"Other Theft",9,6,19,-123.128534908664,49.2870580767198,"Wednesday"
"Other Theft",1,28,17,-123.134292726396,49.2634882710571,"Saturday"
"Other Theft",3,29,16,-123.134292726396,49.2634882710571,"Wednesday"
"Other Theft",5,30,17,-123.134292726396,49.2634882710571,"Tuesday"
"Break and Enter Residential/Other",11,27,9,-123.093641987068,49.2477154946983,"Monday"
"Other Theft",1,31,15,-123.134292726396,49.2634882710571,"Tuesday"
"Theft from Vehicle",1,5,23,-123.140680539588,49.2061743436024,"Thursday"
"Theft from Vehicle",4,29,16,-123.126858157865,49.2858499891666,"Saturday"
"Theft from Vehicle",1,5,13,-123.126858157865,49.2858499891666,"Thursday"
"Other Theft",5,17,16,-123.134292726396,49.2634882710571,"Wednesday"
"Other Theft",9,13,9,-123.134292726396,49.2634882710571,"Wednesday"
"Other Theft",9,24,14,-123.134292726396,49.2634882710571,"Sunday"
"Other Theft",11,13,15,-123.134292726396,49.2634882710571,"Monday"
"Break and Enter Residential/Other",10,12,17,-123.093674496603,49.2529156086517,"Thursday"
"Theft of Vehicle",10,29,20,-123.056544263224,49.281168660481,"Sunday"
"Other Theft",11,28,19,-123.134292726396,49.2634882710571,"Tuesday"
"Other Theft",12,15,15,-123.134292726396,49.2634882710571,"Friday"
"Other Theft",12,27,12,-123.134292726396,49.2634882710571,"Wednesday"
"Theft from Vehicle",8,7,13,-123.102155029781,49.2792862213782,"Monday"
"Theft from Vehicle",10,18,22,-123.129435074134,49.2563261595201,"Wednesday"
"Theft from Vehicle",2,18,7,-123.122667216265,49.2768811934024,"Saturday"
"Break and Enter Residential/Other",5,28,4,-123.124839545364,49.2301099156592,"Sunday"
"Other Theft",3,20,16,-123.075877872162,49.2327735787737,"Monday"
"Other Theft",10,20,22,-123.075877872162,49.2327735787737,"Friday"
"Other Theft",11,14,16,-123.075877872162,49.2327735787737,"Tuesday"
"Other Theft",11,17,20,-123.075877872162,49.2327735787737,"Friday"
"Other Theft",9,8,18,-123.074448961634,49.2623254580157,"Friday"
"Other Theft",9,17,15,-123.074448961634,49.2623254580157,"Sunday"
"Other Theft",1,7,14,-123.07478272564,49.2812768527133,"Saturday"
"Theft of Vehicle",10,25,20,-123.059763989468,49.2811736065567,"Wednesday"
"Theft of Vehicle",7,18,12,-123.061520034718,49.2062671093738,"Tuesday"
"Other Theft",1,22,11,-123.074745876255,49.2812764267968,"Sunday"
"Other Theft",1,30,11,-123.074745876255,49.2812764267968,"Monday"
"Other Theft",2,4,10,-123.074745876255,49.2812764267968,"Saturday"
"Break and Enter Residential/Other",1,22,10,-123.121594978677,49.23021880085,"Sunday"
"Break and Enter Residential/Other",11,17,13,-123.159978372843,49.2316863742277,"Friday"
"Break and Enter Residential/Other",9,6,20,-123.146499569328,49.2308858652894,"Wednesday"
"Other Theft",2,12,19,-123.074745876255,49.2812764267968,"Sunday"
"Other Theft",2,17,10,-123.074745876255,49.2812764267968,"Friday"
"Theft of Vehicle",8,14,23,-123.076178310674,49.2485137931336,"Monday"
"Other Theft",3,9,17,-123.074745876255,49.2812764267968,"Thursday"
"Other Theft",3,19,16,-123.074745876255,49.2812764267968,"Sunday"
"Other Theft",5,8,12,-123.074745876255,49.2812764267968,"Monday"
"Theft from Vehicle",10,31,21,-123.124012051733,49.275994091807,"Tuesday"
"Theft from Vehicle",10,4,16,-123.124012051733,49.275994091807,"Wednesday"
"Theft from Vehicle",10,4,14,-123.124012051733,49.275994091807,"Wednesday"
"Other Theft",5,23,15,-123.074745876255,49.2812764267968,"Tuesday"
"Theft from Vehicle",10,2,15,-123.124012051733,49.275994091807,"Monday"
"Other Theft",5,28,10,-123.074745876255,49.2812764267968,"Sunday"
"Other Theft",6,7,15,-123.074745876255,49.2812764267968,"Wednesday"
"Other Theft",7,24,9,-123.0743472567,49.2813541324355,"Monday"
"Other Theft",9,14,21,-123.0743472567,49.2813541324355,"Thursday"
"Theft from Vehicle",10,22,13,-123.124254184877,49.2759511944957,"Sunday"
"Break and Enter Residential/Other",6,2,14,-123.116591560837,49.2294434403795,"Friday"
"Other Theft",12,14,10,-123.0743472567,49.2813541324355,"Thursday"
"Theft of Vehicle",12,26,2,-123.164156072629,49.2347021998573,"Tuesday"
"Other Theft",1,11,16,-123.075918676118,49.2485526435202,"Wednesday"
"Other Theft",3,30,11,-123.075918676118,49.2485526435202,"Thursday"
"Vehicle Collision or Pedestrian Struck (with Injury)",1,3,8,-123.058165619035,49.2622395436314,"Tuesday"
"Other Theft",4,1,15,-123.075918676118,49.2485526435202,"Saturday"
"Other Theft",4,14,15,-123.075918676118,49.2485526435202,"Friday"
"Break and Enter Commercial",8,16,6,-123.100415551539,49.283167096601,"Wednesday"
"Break and Enter Residential/Other",3,19,14,-123.123458829126,49.2299280761274,"Sunday"
"Other Theft",1,8,14,-123.075880752127,49.2485523985779,"Sunday"
"Other Theft",1,9,22,-123.075880752127,49.2485523985779,"Monday"
"Other Theft",1,10,15,-123.075880752127,49.2485523985779,"Tuesday"
"Break and Enter Residential/Other",12,14,20,-123.068304770481,49.2271958481069,"Thursday"
"Break and Enter Commercial",12,11,8,-123.101727077378,49.2325692156255,"Monday"
"Other Theft",3,29,16,-123.139427550553,49.204622284857,"Wednesday"
"Other Theft",5,31,21,-123.139427550553,49.204622284857,"Wednesday"
"Other Theft",7,6,20,-123.139427550553,49.204622284857,"Thursday"
"Other Theft",9,18,16,-123.139427550553,49.204622284857,"Monday"
"Break and Enter Commercial",1,30,7,-123.100354741049,49.2750183245492,"Monday"
"Break and Enter Residential/Other",2,12,22,-123.10158570106,49.2283328435304,"Sunday"
"Other Theft",10,23,15,-123.069690297918,49.271313371425,"Monday"
"Theft from Vehicle",4,19,17,-123.136943244237,49.3058461354608,"Wednesday"
"Break and Enter Residential/Other",11,4,0,-123.128178803204,49.2290190016364,"Saturday"
"Theft from Vehicle",8,27,6,-123.130259730473,49.2811133029551,"Sunday"
"Theft from Vehicle",8,6,14,-123.130259730473,49.2811133029551,"Sunday"
"Theft from Vehicle",5,21,20,-123.130259730473,49.2811133029551,"Sunday"
"Break and Enter Residential/Other",8,8,11,-123.105766892119,49.22776913595,"Tuesday"
"Break and Enter Residential/Other",7,13,19,-123.149462806543,49.2317734995325,"Thursday"
"Break and Enter Residential/Other",9,29,6,-123.155861005506,49.2293060998975,"Friday"
"Theft from Vehicle",7,8,9,-123.134443963548,49.2783272899959,"Saturday"
"Theft from Vehicle",2,16,19,-123.134443963548,49.2783272899959,"Thursday"
"Break and Enter Residential/Other",3,1,17,-123.150440605579,49.2317111525005,"Wednesday"
"Break and Enter Residential/Other",7,22,13,-123.114565236502,49.228205201179,"Saturday"
"Break and Enter Residential/Other",5,22,9,-123.093638670223,49.2555517769083,"Monday"
"Break and Enter Residential/Other",2,17,15,-123.062369186941,49.2269182832388,"Friday"
"Break and Enter Residential/Other",12,21,21,-123.038825596589,49.2261991696181,"Thursday"
"Break and Enter Commercial",3,20,10,-123.056468877055,49.2837837745704,"Monday"
"Other Theft",1,8,15,-123.069568434026,49.2711675428357,"Sunday"
"Other Theft",1,18,13,-123.069568434026,49.2711675428357,"Wednesday"
"Break and Enter Residential/Other",10,20,9,-123.121679786609,49.2277267544306,"Friday"
"Other Theft",1,11,12,-123.069568173638,49.2711778874643,"Wednesday"
"Theft from Vehicle",11,28,19,-123.117329215426,49.206851413624,"Tuesday"
"Other Theft",1,12,13,-123.069568173638,49.2711778874643,"Thursday"
"Other Theft",1,17,11,-123.069568173638,49.2711778874643,"Tuesday"
"Theft of Vehicle",3,14,21,-123.049573443675,49.2578845609689,"Tuesday"
"Theft from Vehicle",10,23,5,-123.117345982173,49.2063366857721,"Monday"
"Other Theft",4,18,13,-123.069568173638,49.2711778874643,"Tuesday"
"Other Theft",4,18,14,-123.069568173638,49.2711778874643,"Tuesday"
